,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Customer_Age,Years_Since_Enrollment
1384,Graduation,Married,60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,Refuse,No,58,11
1385,Graduation,Married,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,Accept,No,65,11
1387,Graduation,Married,50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,Refuse,No,69,11
1388,Graduation,Divorced,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,Refuse,No,68,11
1389,Graduation,Married,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,Refuse,No,73,11
1390,Graduation,Married,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,Refuse,No,73,11
1391,Master,Married,53253.0,1,1,61,216,9,57,20,9,125,7,4,3,5,5,Refuse,No,49,11
1392,Graduation,Married,81320.0,0,0,61,183,33,493,59,103,57,1,4,3,10,2,Refuse,No,66,11
1393,2n Cycle,Married,87000.0,0,0,61,196,25,607,67,17,49,1,4,6,7,2,Refuse,No,32,12
1394,Graduation,Married,40049.0,0,1,61,91,65,52,10,44,28,3,3,2,6,5,Refuse,No,50,12
1395,Graduation,Married,63684.0,0,1,61,575,80,428,208,93,80,3,8,4,8,5,Refuse,No,54,12
1396,Graduation,Married,69016.0,0,1,61,726,53,363,123,107,161,4,8,9,13,5,Refuse,No,54,12
1397,Graduation,Married,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,Refuse,No,45,12
1398,Graduation,Married,73803.0,0,1,61,833,80,363,52,26,174,2,9,5,6,6,Accept,No,67,12
1399,2n Cycle,Married,46094.0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,Refuse,No,51,10
1400,PhD,Married,85844.0,0,0,62,938,19,843,25,95,38,1,6,6,7,2,Refuse,No,51,10
1401,Master,Married,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,Refuse,No,69,10
1403,Graduation,Married,80395.0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,Refuse,No,69,11
1404,Graduation,Married,87679.0,0,0,62,1259,172,815,97,148,33,1,7,11,10,4,Accept,No,36,11
1405,Master,Divorced,35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,Refuse,No,75,11
1406,PhD,Married,44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,Refuse,No,78,11
1407,PhD,Single,50729.0,1,1,62,239,13,143,45,4,52,9,6,2,7,6,Refuse,No,66,11
1408,Graduation,Married,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,Accept,No,71,11
1410,Graduation,Single,34412.0,1,0,62,52,12,50,4,36,55,3,5,0,3,9,Refuse,No,34,11
1411,Graduation,Married,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,Refuse,No,39,11
1412,Graduation,Married,34838.0,1,1,62,28,23,29,29,14,47,3,2,1,4,6,Refuse,No,73,11
1413,Graduation,Married,56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,Refuse,No,45,11
1414,PhD,Widow,54356.0,0,1,62,710,15,30,20,0,0,3,11,2,8,8,Accept,No,75,12
1415,PhD,Married,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,Refuse,No,46,12
1416,Graduation,Single,8028.0,0,0,62,73,18,66,7,12,2,15,0,1,0,19,Refuse,No,33,12
1417,Master,Married,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,Refuse,No,72,12
1418,PhD,Married,67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,Refuse,No,75,10
1420,PhD,Married,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,Refuse,No,51,10
1421,PhD,Single,32303.0,0,1,63,35,0,2,0,0,2,2,1,0,4,5,Refuse,No,54,10
1422,PhD,Married,55954.0,0,1,63,447,0,28,0,0,43,3,8,2,6,7,Refuse,No,56,10
1423,PhD,Married,49187.0,0,1,63,81,1,31,2,1,0,1,1,1,5,2,Refuse,No,48,10
1424,Master,Married,49854.0,1,0,63,123,17,171,39,0,30,5,6,2,5,6,Refuse,No,52,11
1425,Graduation,Divorced,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,Refuse,No,46,11
1427,Master,Married,19510.0,2,0,63,9,0,7,3,4,7,2,1,0,3,7,Refuse,No,39,11
1428,Graduation,Divorced,52332.0,0,0,63,212,5,33,7,0,2,1,3,2,6,4,Refuse,No,65,11
1429,Graduation,Married,55593.0,0,1,63,293,8,124,11,4,106,2,6,6,3,6,Refuse,No,51,11
1430,Graduation,Married,54591.0,0,1,63,376,4,94,12,9,24,3,6,2,8,5,Refuse,No,75,11
1431,2n Cycle,Widow,74859.0,0,0,63,570,73,614,133,102,73,1,6,5,11,3,Refuse,No,75,11
1432,Graduation,Divorced,40851.0,1,1,63,23,1,7,0,4,24,1,1,1,2,7,Refuse,No,53,11
1433,PhD,Married,58607.0,0,1,63,867,0,86,0,0,19,3,2,3,9,8,Refuse,No,75,12
1434,Basic,Single,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,Refuse,No,32,12
1435,PhD,Single,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,Refuse,No,49,12
1437,Graduation,Married,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,Refuse,No,50,12
1440,PhD,Married,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,Refuse,No,56,12
1441,Graduation,Married,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,Refuse,No,41,10
1442,PhD,Married,42731.0,1,0,64,159,2,51,6,2,24,3,4,1,5,5,Refuse,No,55,11
1443,PhD,Single,40760.0,0,1,64,70,0,17,0,0,6,2,2,1,3,6,Refuse,No,59,11
1444,PhD,Married,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,Accept,No,59,11
1445,Graduation,Single,80317.0,0,0,64,536,11,387,149,91,57,1,3,4,10,1,Refuse,No,69,11
1446,Master,Married,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,Refuse,No,67,11
1447,Master,Married,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,Refuse,No,49,11
1448,Master,Divorced,42835.0,1,1,64,379,4,93,12,9,98,7,6,6,4,6,Refuse,No,53,11
1449,Master,Married,53843.0,0,1,64,378,0,88,19,4,73,4,8,5,3,7,Refuse,No,59,11
1450,Graduation,Married,79530.0,0,0,64,333,0,815,129,42,29,1,4,10,11,2,Refuse,No,64,11
1451,Master,Divorced,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,Refuse,No,56,11
1454,Master,Married,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,Refuse,No,41,11
1456,Master,Single,72309.0,0,0,64,960,0,883,50,38,0,1,5,6,8,3,Accept,No,48,11
1457,Graduation,Single,50664.0,1,1,64,313,8,104,6,4,126,9,8,1,6,9,Refuse,No,65,11
1458,Basic,Single,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,Refuse,No,45,12
1459,PhD,Married,76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,Refuse,No,49,12
1460,PhD,Married,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,Refuse,No,50,12
1461,Graduation,Married,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,Refuse,No,52,12
1462,Graduation,Widow,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,Accept,No,58,12
1463,Graduation,Single,23763.0,1,0,64,22,0,6,6,2,6,1,1,0,3,7,Refuse,No,47,12
1464,Graduation,Married,37085.0,1,1,65,39,1,16,2,0,3,4,3,0,3,8,Refuse,No,49,10
1465,Master,Married,49605.0,0,0,65,42,16,29,12,20,8,1,2,1,4,3,Refuse,No,58,10
1466,Graduation,Divorced,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,Refuse,No,53,10
1467,Graduation,Single,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,Refuse,No,29,10
1469,Master,Married,63206.0,0,0,65,750,8,125,11,8,26,1,4,3,6,2,Refuse,No,50,10
1470,Graduation,Divorced,26759.0,1,0,65,25,3,16,8,5,2,2,2,1,3,6,Refuse,No,52,10
1471,PhD,Divorced,55412.0,1,1,65,10,5,28,11,1,8,1,2,0,3,5,Refuse,No,48,11
1472,Graduation,Married,33590.0,2,1,65,4,0,2,0,0,2,1,1,0,2,7,Refuse,No,50,11
1473,Graduation,Married,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,Refuse,No,53,11
1474,Graduation,Single,72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,Refuse,No,55,11
1475,Master,Married,65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,Refuse,Yes,81,11
1476,Graduation,Married,44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,Refuse,No,59,11
1477,Master,Married,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,Refuse,No,71,11
1479,Graduation,Married,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,Refuse,No,53,11
1480,2n Cycle,Married,53083.0,1,1,65,215,7,33,3,0,13,6,5,1,5,7,Refuse,No,66,11
1481,2n Cycle,Single,79689.0,0,0,65,311,26,640,180,37,121,1,4,9,13,2,Refuse,No,48,11
1482,Graduation,Single,34704.0,0,1,65,29,0,5,0,1,5,1,1,0,3,5,Refuse,No,58,11
1483,Graduation,Married,65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,Refuse,No,62,11
1484,PhD,Married,41014.0,1,0,65,7,2,6,2,0,3,1,1,0,2,7,Refuse,No,46,11
1485,Graduation,Married,19740.0,0,1,65,7,11,3,10,4,20,2,1,1,3,5,Refuse,No,64,11
1486,Basic,Married,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,Refuse,No,45,11
1487,PhD,Married,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,Refuse,No,55,12
1489,Graduation,Widow,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,Accept,No,69,12
1490,Graduation,Divorced,70647.0,0,1,65,561,85,171,25,123,114,2,4,7,13,2,Refuse,No,57,12
1491,PhD,Married,38410.0,0,0,65,153,64,123,116,64,14,2,5,2,9,6,Accept,No,50,12
1492,Graduation,Single,28071.0,0,0,65,39,33,130,41,26,44,2,5,1,5,8,Refuse,No,44,12
1493,Graduation,Single,54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,Refuse,No,55,12
1494,Graduation,Single,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,Refuse,No,31,10
1496,2n Cycle,Married,35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,Refuse,No,40,10
1497,PhD,Married,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,Refuse,No,38,10
1498,Graduation,Single,41967.0,1,1,66,23,4,10,0,2,15,1,1,0,3,4,Refuse,No,43,11
1499,Master,Married,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,Refuse,No,48,11
1501,Graduation,Married,53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,Refuse,No,54,11
1502,Graduation,Married,86610.0,0,0,66,446,107,768,33,196,53,1,5,6,6,2,Refuse,No,73,11
1503,Graduation,Married,70951.0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,Refuse,No,39,11
1504,Graduation,Single,24206.0,1,0,66,7,2,8,3,2,3,1,1,0,3,6,Refuse,No,54,11
1505,Graduation,Married,55357.0,2,0,66,374,64,116,84,25,64,3,6,2,11,5,Refuse,No,39,11
1506,Graduation,Married,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,Refuse,Yes,65,11
1507,PhD,Married,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,Accept,No,40,12
1508,PhD,Married,64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,Refuse,No,39,12
1509,Master,Married,82576.0,0,0,66,1206,55,445,168,18,18,1,2,4,12,1,Refuse,No,65,12
1510,PhD,Single,41644.0,1,1,67,20,3,4,2,0,2,2,1,0,3,3,Refuse,No,52,10
1511,Graduation,Married,72570.0,0,0,67,274,83,216,151,141,224,1,4,6,12,1,Refuse,No,40,10
1512,Graduation,Divorced,30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,Refuse,No,59,10
1513,Master,Single,22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,Refuse,No,43,11
1514,PhD,Divorced,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,Accept,No,53,11
1515,Graduation,Single,52247.25135379061,1,2,67,738,20,172,52,50,20,6,2,3,10,7,Refuse,No,54,11
1516,PhD,Married,82072.0,0,0,67,889,55,685,168,92,129,1,3,2,13,1,Refuse,No,54,11
1517,Master,Divorced,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,Refuse,No,51,11
1518,Graduation,Single,72354.0,0,0,67,315,26,473,220,12,182,1,2,10,6,1,Refuse,No,31,11
1519,Graduation,Married,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,Refuse,No,41,11
1521,Master,Single,39858.0,1,0,67,15,20,25,2,7,26,1,2,0,4,6,Accept,No,55,11
1522,Master,Married,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,Refuse,No,73,11
1523,Basic,Single,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,Refuse,No,59,11
1524,Graduation,Married,51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,Refuse,No,57,12
1525,Graduation,Married,76068.0,0,1,67,1115,12,128,33,12,76,1,2,3,4,6,Refuse,No,49,12
1526,Graduation,Single,22507.0,0,0,67,68,0,226,51,157,68,3,10,2,4,9,Refuse,No,70,12
1527,Graduation,Single,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,Refuse,No,40,12
1528,Graduation,Married,50116.0,1,1,68,54,0,10,0,0,2,2,1,0,4,5,Refuse,No,67,10
1529,Graduation,Single,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,Refuse,No,62,10
1530,Graduation,Married,34587.0,1,1,68,7,2,9,2,0,2,2,1,0,3,4,Refuse,No,71,10
1531,PhD,Single,62159.0,0,0,68,182,17,259,77,70,29,1,6,2,10,4,Refuse,No,78,10
1532,Graduation,Single,66294.0,0,0,68,251,108,334,65,92,117,1,4,3,5,2,Refuse,No,59,10
1533,PhD,Married,5648.0,1,1,68,28,0,6,1,1,13,1,1,0,0,20,Refuse,No,74,10
1534,Graduation,Married,37235.0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,Refuse,No,40,10
1535,Graduation,Widow,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,Accept,No,60,10
1536,Graduation,Married,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,Refuse,No,40,11
1537,Master,Single,41020.0,0,0,68,112,1,54,7,7,36,1,3,2,4,3,Refuse,No,37,11
1538,Graduation,Single,36108.0,1,0,68,141,8,129,3,11,47,3,7,1,4,9,Refuse,No,40,11
1539,Master,Divorced,57530.0,0,1,68,50,1,27,6,7,1,1,1,1,4,1,Refuse,No,73,11
1540,2n Cycle,Married,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,Refuse,No,60,11
1541,PhD,Married,65846.0,0,0,68,562,81,276,80,40,81,1,6,3,6,4,Refuse,No,79,11
1542,Graduation,Married,34380.0,1,0,68,72,7,58,13,1,24,4,4,1,3,8,Refuse,No,47,11
1543,Graduation,Divorced,41638.0,0,1,68,315,0,31,4,0,91,4,5,5,3,8,Refuse,No,60,11
1544,Graduation,Married,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,Refuse,No,32,11
1545,Graduation,Married,28320.0,0,1,68,19,1,14,3,2,4,1,1,0,3,8,Refuse,No,74,11
1546,Graduation,Married,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,Refuse,No,67,11
1547,Graduation,Married,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,Refuse,No,53,12
1548,Graduation,Divorced,40246.0,1,0,68,2,1,6,2,1,1,1,1,0,2,6,Refuse,No,47,12
1549,Graduation,Married,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,Accept,No,40,12
1550,Graduation,Married,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,Refuse,No,40,12
1551,Graduation,Single,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,Refuse,No,39,12
1553,PhD,Single,52597.0,0,1,69,492,0,37,7,0,42,3,6,3,8,5,Refuse,No,62,10
1554,Master,Single,42394.0,1,0,69,15,2,10,0,1,4,1,1,0,3,7,Refuse,No,52,10
1555,Graduation,Single,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,Refuse,No,55,10
1556,PhD,Married,49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,Refuse,No,64,11
1557,Graduation,Married,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,Refuse,No,72,11
1558,Graduation,Married,52247.25135379061,0,0,69,861,138,461,60,30,61,1,6,5,12,3,Refuse,No,35,11
1559,Master,Divorced,70638.0,0,0,69,1016,12,215,16,12,63,1,4,5,10,3,Refuse,No,69,11
1560,Graduation,Married,38136.0,1,0,69,8,15,27,0,20,33,2,3,1,2,8,Refuse,No,46,11
1561,Graduation,Married,67432.0,0,1,69,432,79,341,177,136,170,2,8,5,4,4,Refuse,No,51,11
1562,Graduation,Married,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,Refuse,No,73,11
1564,Graduation,Single,101970.0,0,0,69,722,27,102,44,72,168,0,6,8,13,2,Accept,No,41,11
1565,PhD,Married,44325.0,0,1,69,516,0,21,0,0,5,4,8,2,7,8,Refuse,No,52,11
1566,PhD,Married,61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,Refuse,No,76,12
1567,Graduation,Married,48178.0,1,1,69,159,4,45,6,2,38,6,5,1,4,8,Refuse,No,49,12
1568,Basic,Married,16005.0,1,0,69,1,3,2,20,30,47,3,2,1,2,8,Refuse,No,44,12
1569,Graduation,Married,79593.0,0,0,70,350,60,568,110,133,145,1,5,6,7,2,Refuse,No,51,10
1571,Graduation,Married,61180.0,0,1,70,403,24,29,6,24,218,2,5,5,6,3,Refuse,No,65,10
1572,Graduation,Single,64449.0,1,0,70,218,63,282,137,35,70,4,5,3,12,4,Refuse,No,35,10
1573,Graduation,Married,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,Refuse,No,61,11
1574,Graduation,Married,17649.0,1,0,70,15,1,23,0,5,1,3,3,0,3,8,Refuse,No,48,11
1575,Graduation,Married,53103.0,0,1,70,729,17,133,11,0,195,5,10,6,7,7,Refuse,No,70,11
1576,Graduation,Married,71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,Refuse,No,53,11
1577,Master,Divorced,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,Refuse,No,53,11
1578,Graduation,Single,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,Accept,No,73,11
1579,Master,Married,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,Refuse,No,73,11
1581,Graduation,Single,46524.0,0,1,70,31,19,35,26,14,52,2,1,1,5,3,Refuse,No,63,11
1582,Graduation,Married,50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,Refuse,No,48,11
1583,Graduation,Married,18222.0,0,0,70,12,4,19,12,6,14,1,2,0,3,8,Refuse,No,34,12
1584,PhD,Married,77610.0,0,1,70,1245,33,332,21,33,16,2,4,7,4,7,Refuse,No,72,12
1585,PhD,Married,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,Accept,No,54,12
1586,PhD,Married,44377.0,1,1,70,224,0,30,0,0,10,8,5,1,5,8,Refuse,No,56,12
1587,Graduation,Single,58684.0,0,0,71,479,35,179,28,7,85,1,5,3,12,2,Refuse,No,43,10
1588,Graduation,Married,66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,Refuse,No,59,10
1589,Graduation,Divorced,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,Refuse,No,72,10
1590,PhD,Married,50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,Refuse,No,74,10
1591,PhD,Divorced,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,Refuse,No,57,10
1592,Graduation,Married,33235.0,1,0,71,45,0,16,2,1,6,1,3,0,3,7,Refuse,No,38,10
1593,Graduation,Married,23228.0,1,0,71,13,2,18,6,1,0,2,2,0,3,8,Refuse,No,55,10
1594,PhD,Married,36732.0,1,1,71,21,5,3,10,1,7,3,1,1,4,2,Refuse,No,65,11
1595,Graduation,Married,82657.0,0,0,71,966,168,672,246,105,126,1,7,5,10,4,Refuse,No,78,11
1596,PhD,Divorced,64140.0,0,2,71,1459,0,61,0,15,215,5,2,5,6,5,Accept,No,60,11
1597,Graduation,Married,44392.0,1,1,71,87,5,71,7,12,29,5,4,1,4,7,Refuse,No,50,11
1598,Basic,Single,16185.0,1,0,71,5,11,16,21,8,45,2,2,2,2,8,Refuse,No,34,11
1599,2n Cycle,Married,38702.0,1,0,71,13,11,24,13,8,40,2,3,0,4,6,Refuse,No,46,11
1600,PhD,Married,54072.0,1,1,71,35,0,4,0,0,0,1,2,0,2,8,Refuse,No,61,11
1601,Master,Divorced,61787.0,0,0,71,621,73,414,78,48,85,1,8,4,6,5,Refuse,No,37,11
1602,Graduation,Married,34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,Refuse,No,32,11
1604,PhD,Married,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,Refuse,No,74,11
1606,Graduation,Single,57959.0,0,1,71,430,16,322,43,24,33,5,4,7,11,3,Refuse,No,69,11
1607,PhD,Married,92491.0,0,0,71,979,44,935,29,25,22,1,7,5,12,3,Accept,No,41,11
1608,Master,Married,42207.0,1,0,71,116,11,72,3,17,46,4,4,1,5,6,Accept,No,40,11
1609,Graduation,Widow,46984.0,1,1,71,19,1,10,2,1,8,1,1,0,3,5,Refuse,No,68,11
1610,Graduation,Single,23442.0,1,0,71,2,0,6,8,6,5,1,1,0,3,7,Refuse,No,37,12
1611,PhD,Single,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,Refuse,No,61,12
1612,2n Cycle,Married,14515.0,1,0,71,6,4,9,6,36,35,4,2,2,3,7,Accept,No,44,12
1613,2n Cycle,Single,80910.0,0,0,71,160,80,369,67,39,41,1,3,3,8,1,Refuse,No,38,12
1614,Graduation,Married,30545.0,1,0,71,4,12,15,19,7,12,2,2,0,3,7,Refuse,No,45,12
1615,Master,Single,44802.0,0,0,71,853,10,143,13,10,20,2,9,4,12,8,Refuse,No,54,12
1616,Graduation,Single,79941.0,0,0,72,123,164,266,227,30,174,1,2,4,9,1,Refuse,No,48,10
1617,Master,Married,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,Refuse,No,55,10
1618,Master,Married,50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,Refuse,No,47,10
1619,PhD,Married,77376.0,1,1,72,492,19,110,16,12,12,4,6,3,10,4,Refuse,No,68,10
1620,PhD,Married,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,Refuse,No,52,10
1621,PhD,Single,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,Refuse,No,48,10
1622,Graduation,Single,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,Refuse,No,36,10
1623,PhD,Married,56223.0,0,1,72,77,28,31,16,0,4,2,2,1,5,4,Refuse,No,76,11
1624,Graduation,Married,47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,Refuse,No,44,11
1625,PhD,Married,91820.0,0,0,72,410,73,747,76,161,30,0,5,5,12,1,Refuse,No,38,11
1626,PhD,Single,40637.0,1,1,72,22,0,13,0,0,3,2,1,0,3,7,Refuse,No,59,11
1627,Graduation,Divorced,23295.0,0,0,72,0,0,1,2,12,5,1,1,0,2,8,Refuse,No,65,11
1628,Graduation,Single,84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,Refuse,No,72,11
1629,Graduation,Married,54165.0,0,0,72,127,4,73,15,6,11,1,2,1,7,2,Refuse,No,55,11
1630,Graduation,Divorced,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,Refuse,No,43,11
1631,Graduation,Married,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,Refuse,No,68,11
1632,PhD,Married,56242.0,0,1,72,689,8,167,11,8,88,5,8,4,11,6,Refuse,No,55,11
1633,PhD,Married,86580.0,0,0,72,532,21,127,26,20,20,0,4,2,5,1,Refuse,No,41,11
1634,Graduation,Married,76005.0,0,0,72,983,20,389,240,50,40,1,3,5,13,6,Refuse,No,69,11
1635,PhD,Married,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,Refuse,No,62,11
1636,Master,Married,52750.0,0,1,72,393,0,239,90,69,69,6,5,7,9,4,Refuse,No,69,11
1637,Graduation,Divorced,36997.0,1,1,72,43,4,12,8,0,27,5,2,1,4,5,Refuse,No,56,11
1638,PhD,Married,34230.0,1,1,72,15,0,4,0,0,2,1,1,0,2,7,Refuse,No,59,12
1639,Graduation,Widow,47916.0,0,1,72,505,0,26,0,0,75,5,7,4,6,6,Refuse,No,64,12
1640,2n Cycle,Married,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,Refuse,No,45,12
1641,PhD,Married,79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,Refuse,No,52,12
1642,PhD,Married,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,Accept,No,54,12
1643,2n Cycle,Single,85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,Refuse,No,66,10
1644,PhD,Married,75865.0,0,0,73,483,0,591,156,0,12,1,3,5,10,1,Refuse,No,81,10
1645,Graduation,Married,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,Refuse,No,59,10
1646,PhD,Single,60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,Refuse,No,53,10
1647,Graduation,Married,65492.0,0,0,73,247,161,295,210,85,47,2,4,7,13,2,Refuse,No,65,10
1648,2n Cycle,Single,67506.0,0,1,73,90,38,67,33,36,67,1,4,1,6,3,Refuse,No,44,10
1649,PhD,Divorced,68805.0,0,1,73,182,2,49,17,13,20,1,3,1,7,2,Refuse,No,65,11
1650,Graduation,Single,61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,Refuse,No,54,11
1651,Graduation,Married,66825.0,0,0,73,243,101,405,29,40,40,1,4,5,6,2,Refuse,No,57,11
1652,PhD,Single,87188.0,0,0,73,910,111,724,49,74,55,1,10,2,6,3,Accept,No,41,11
1653,Master,Widow,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,Accept,No,71,11
1654,PhD,Single,74637.0,0,0,73,960,64,464,146,0,16,1,6,9,9,3,Refuse,No,70,11
1655,Graduation,Married,86111.0,0,0,73,399,28,756,36,40,126,1,5,7,10,2,Refuse,No,62,11
1656,Master,Married,77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,Accept,No,77,11
1657,Graduation,Married,31814.0,1,0,73,35,3,20,4,1,20,2,2,0,3,9,Refuse,No,51,11
1658,PhD,Married,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,Refuse,No,52,11
